id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
94130,Bully,0.0,0,2018-09-24,58,English,"BULLY is a new dramatic musical about Sam Bradley, a young man who commits suicide after being repeatedly bullied in school. The story follows Sam in the days leading up to his death, and the lives of those around him following his suicide.",0.707,/y9T89PdqibERPYV9kQmY10ew1M5.jpg,Drama,thunderclap productions,United States of America,English,Netflix,bully
4581,Dad,0.0,0,2018-09-02,91,English,"After the passing of her mother, Al, is left to the hands of the State Government. Her only wish and hope is finding her Dad whom she barely knows. She sets off on a journey and trusts that her wish will come true, but who she finds is not the man she remembers.",1.099,/csVRArlcAyWjtzoTmRZ2C3kQYXX.jpg,Drama,rob lobosco productions,Australia,English,Netflix,dad
88179,One Day,0.0,0,2017-09-18,23,Russian,"She is 40, he is 30. She is trying to adopt a child. He recently got out of prison and wants to start a new life. They accidentally meet on the day when he gets a job, and spend the whole night together, drink and eat at her expense. It requires understanding and intimacy. He wants peace.",0.6,/8lwpX0uqAAygHygVItbQ8SX7fzr.jpg,Drama,moscow school of new cinema,Russia,Russian,Netflix,one day
4296,Love Story,0.0,0,2018-02-21,24,Russian,"Sex guru, feminist, an adherent of polyamoric relations and one of the organizers of the Kinki Academy Elena Rydkina is engaged in education in the field of sex culture - she lectures, conducts master classes and trainings.",0.6,/k1qDhTJE3mSeXWIfD80QAnPupSm.jpg,Documentary,radio liberty,Russia,Russian,Prime Video,love story
162414,Moonlight,0.0,0,1932-11-14,77,French,While sailing on a yacht off the French Riviera a shy young man and the owner's daughter are shipwrecked on an island.,0.894,/u76EcaPjzmUo3efcKGmSqZJeuzN.jpg,Comedy,films diamant,France,French,Netflix,moonlight
158402,The Crew,0.0,0,1928-03-30,114,French,"First adaptation of Joseph Kessel World War I novel, in which an aviator falls in love with a woman who turns out to be the wife of one of his flying comrades.",0.676,/iMVFx4fZbCexIsZFdGhjjWxI1Bo.jpg,Drama,"lutèce films, société générale des films",France,No Language,Netflix,the crew
5947,Evelyn,0.0,0,1971-10-28,50,English,"'The Man' and 'The Woman' regularly meet for an extramarital affair whilst her husband works late. Professing love for both men creates paranoia in The Man who invents a fourth person - a mistress, Evelyn.",0.666,/qcYYG7iv3JGQZamHtUditRM13D0.jpg,"Romance, Drama, TV Movie",bbc,United Kingdom,English,Netflix,evelyn
48414,Open Season,0.0,0,1985-01-01,50,English,"Collection of four short films from Falcon Studios and Bob Anthony Studio. ""Open Season"" — Allen decides he wants to watch as two young men do their thing but soon his interest grows hard and into the action he goes. ""Long Distance"" — Rick met Phillip while visiting from Los Angeles, and at first sight he knew that they would have beautiful sex together. ""Should Streak"" — The top has a perfectly shaped man-sized tool while the bottom has a beautiful pair of buttocks with thighs that appear to be sculpture in marble. ""Scott Solo"" — Hot young stud in the lockerroom takes matters into his own hands.",0.6,/aao0hnJDIW9QW8tlWafixnBWvxz.jpg,Fantasy,falcon studios,United States of America,English,Netflix,open season
114028,Pride,0.0,0,1998-05-23,161,Japanese,"Based on the International Military Tribunal for the Far East of 1946–48, depicts Japanese prime minister Hideki Tojo as a family man who fought to defend Japan and Asia from western colonialism but was ultimately hanged by a vengeful United States.",1.415,/ijDgWD1hezj53yVt6rndFzVdfag.jpg,"History, Drama, War",toei company,Japan,Japanese,Prime Video,pride
662,Fear,0.0,0,2018-09-20,14,German,"Mikail had to flee Chechnya for being homosexual. Unexpectedly meeting his old childhood-friend Daud in Germany, Mikal is not only faced with a renewed friendship, but a recurring fear of persecution.",0.6,/oepivrMEUpyJNkhaw59L39DyKtW.jpg,Drama,hamburg media school,Germany,"German, Russian",Prime Video,fear
5993,Max,0.0,0,1992-01-01,26,English,"Pioneering trans writer Max Wolf Valerio talks about his life and experience of transition in this groundbreaking documentary short, one of the very first portraits of a trans man on film, directed and produced by noted filmmaker Monika Treut.",1.34,/f0B9ebbILWc4YNsS9Q2P7x3kJai.jpg,Documentary,hyena films,Germany,English,Prime Video,max
168366,Beauty and the Beast,0.0,0,1983-11-25,47,English,"In order to save the life of her father, Beauty agrees to stay forever in the Beast's castle, not realizing he is really a handsome prince who is under the spell of a fairy.",1.406,/3YFO1KYPTGJ5lDg0et28bNY2cvY.jpg,"TV Movie, Animation, Family",ruby-spears productions,United States of America,English,Prime Video,beauty and the beast
160571,Lights Out!,0.0,0,2015-09-26,10,English,"It's opening night for the original cast of the first premiere of the adaptation of Stephen King's Children of the Corn: The Musical! A documentary film crew follows the young thespians through a night of singing, dancing and TERROR!",0.792,/c9JIH6g8x6R5pvJGeFtDCPynMbm.jpg,Comedy,gray studios productions,United States of America,English,Prime Video,lights out
3616,Loser,0.0,0,2013-03-15,81,Japanese,"Shinpei did time for his gang, but the yakuza changed and he's marked for death. He might just be desperate enough to join forces with an old enemy.",0.854,/o9xqpt3sj44iOCI3Odr8XJRAG5n.jpg,Crime,all in entertainment,Japan,Japanese,Prime Video,loser
33188,Mischief,0.0,0,1931-12-15,68,English,"When financier Reginald Bingham leaves on a business trip to Paris, normally devoted wife Eleanor leaves for a cottage with a secret boy friend. The couple are followed by friends of her husband, who attempt to hinder the affair. However, Reginald is also tempted by a fling with an old friend in Paris.",0.6,/erouqB9aDj8cxQG9SCQ6mHKeUSy.jpg,Comedy,"british & dominions film corporation, herbert wilcox productions",United Kingdom,English,Netflix,mischief
82095,Skyline,0.0,0,1931-10-08,68,English,"Skyline is a 1931 drama film directed by Sam Taylor and starring silent film veteran Thomas Meighan. It is based on a novel, East Side, West Side by Felix Riesenberg. It was produced and released by Fox Film Corporation.",3.043,/C5g4AyBeDxrihWjSCrOdSD2cOd.jpg,Drama,fox film corporation,United States of America,English,Netflix,skyline
140267,The Witch,0.0,0,1967-04-11,95,cn,Hong Kong martial arts / horror.,1.285,/1tPsqNEgEd3tCtQ9IAuHetfSQup.jpg,"Horror, Adventure",hong kong film company,Hong Kong,Cantonese,Netflix,the witch
108729,Enemy,0.0,0,1976-01-01,60,English,Frightening events unfold that may or may not be figments of Marigold’s imagination.,0.6,/2JkrHVV9yL9I3hBsV79Ip4B9jDK.jpg,"Drama, Thriller",bfi,United Kingdom,English,Netflix,enemy
692,Solo,0.0,0,2013-12-31,10,German,"SOLO deals the relation between femininity and elegance through the story of Jella - a 12 year old girl who is confronted with the fact she is growing up, even if she doesn’t necessarily wants or knows how to do so, when she experiences her first menstruation.",0.688,/iN9CJVZqoYHmPYrsBDpGW9pPzYw.jpg,Drama,deutsche film- und fernsehakademie berlin (dffb),Germany,German,Netflix,solo
665,Underground,0.0,0,2017-09-25,84,Tagalog,"Portrait of a marginalised group of people living illegally in a cemetery in the Philippines, through the life of a couple with a sick child.",0.6,/e5neDr60e9xtINDkDQ1HSH9UvhW.jpg,"Drama, Family",center stage productions,Philippines,Tagalog,Prime Video,underground
1954,Rocky,0.0,0,2008-10-14,23,Swedish,Rocky begins by quarrelling with his girl friend Maria who reckons he jerks off for the wrong reasons. Rocky’s pal Tommy has picked up a sexually transmitted disease and Mange has lost his scratch lottery ticket. At the same time it turns out the gala program of martial arts on TV only shows kicks on the thighs. An ordinary day in Rocky’s life...,0.6,/hoS7DTR1vZhiSizhcC20JqGYjGw.jpg,Animation,nordisk film sweden,Sweden,Swedish,Netflix,rocky
2518,Night Shift,0.0,0,2017-01-20,16,English,"Ollie Jeffries is an on-again, off-again actor. His long term gig as a bathroom attendant on this one night, forces Ollie to face a reality he’s not yet ready to embrace.",0.83,/1I5JDUijRhje1A0InAn82lUxh7J.jpg,Drama,flourishing films,United States of America,English,Prime Video,night shift
95167,Brave,0.0,0,2014-04-04,30,English,"BRAVE is an inspirational short film inspired (but not based) by a true story on page 88 of T.D Jakes ‘The Lady, Her Lover & Her Lord’. It is a heartfelt story based on the lives of a young couple, Nathan (Wole Ojo) and Layo (Adesua Etomi) who seem to have happiness, love and comfort. Though married for two years, Layo is beginning to worry about her failure in getting pregnant. When eventually she does get pregnant, she hides the news from Nathan, preparing to break the good news on their anniversary dinner outing in two days. Unfortunately, that night will mark the beginning of a nightmare both may not wake from, and suddenly, love is not enough.",0.6,/x7egAJnW7qz9IGXylKSzk6YwpAv.jpg,Drama,lowladee signature films,Nigeria,English,Disney Plus,brave
26562,White Nights,0.0,0,2017-06-01,97,Russian,"When night falls on St. Petersburg, there comes a time when it seems that everything freezes. The past, the present and the future exist simultaneously. There are two on the bridge: He is a shy and lonely dreamer, who photographs the city all night long, feels sincere sympathy for strangers, and even houses. She is a delicate girl, in love, her face is light, but tear-stained. Four nights of revelations and romance, sadness and smiles, kisses and embraces. But one day the morning will come.",0.6,/cYv2ouapSPi8R16Un2CvnH2SMLl.jpg,"Drama, Romance","abs film company, rossfilm",Russia,Russian,Netflix,white nights
140247,The Gift,0.0,0,1979-12-15,100,English,"A sailor on Christmas leave visits his boozing, one-legged father and dreamer mother in 1950s Brooklyn.",1.089,/502ZwST844nBH3Jn0aINbkl87LR.jpg,"Drama, TV Movie","paramount television studios, the jozak company, cypress point productions",United States of America,English,Netflix,the gift
5826,Rio Grande,0.0,0,1949-01-01,50,English,"As Bruce Lanning posts a ""no trespassing"" sign at a watering hole on his Circle A ranch, his sister Jane rides up with news that Wes Caven, the hired gun of the Elwood brothers, is looking for him. Soon after, Wes appears and kicks over the sign. Later, Sunset Carson, Wes's boyhood friend, rides into town to invite Wes to become a partner in his new ranch. Just as Wes declines the offer and offers Sunset a job working for the Elwoods instead, Bruce bursts into the saloon, demanding to see Frank Elwood. Not to be confused with the 1950 John Wayne film of the same name",0.611,/8kJZbFTwCD2f9MzhRJhuSvTN8Os.jpg,Western,"lautem productions, astor pictures corporation",United States of America,English,Prime Video,rio grande
46976,Stranger than Fiction,0.0,0,1994-01-01,0,English,"Gary Russell of Marvel Comics' Doctor Who Magazine investigates the world of BBV.  In a relatively short space of time and with relatively small amounts of money, Bill Baggs has produced a series of videos which have a special appeal for Doctor Who fans.  Stranger Than Fiction looks at the development of BBV's production techniques, through story, rehearsal and shooting. There's a chance to discover the origins of the scripts, as well as to see lost scenes from the Stranger videos and The AirZone Solution.  This fascinating behind the scenes story is told with revealing, on the spot Hi-8 footage, together with exclusive star interviews.",0.772,/4U0t0O5ZrjDa0iYKrFMSTVPSOIL.jpg,Documentary,bill and ben video,United Kingdom,English,Netflix,stranger than fiction
1458,Touch,0.0,0,2016-11-12,12,Macedonian,"Alek is a 10 year old autistic child. During a family day at the park, Alek disappears. He follows a very tall man that only he can see. Alek walks towards a lake like hypnotised. We hear his parents calling his name while he is only a step away from the water.",0.6,/ieh6gcwlgNgFJQxR6SazUwWVLBC.jpg,Drama,dream factory macedonia,Macedonia,Macedonian,Prime Video,touch
7078,Jezebel,0.0,0,1979-05-23,80,English,"Throughout history one name, by its very mention, has been able to not only strike fear but also electrify man's sexual desire. Songs have been written about her, books recount her cunning. Her name, of course is Jezebel. Able to lure men and women into her evil web of passion, Jezebel intoxicates with her beauty, destroys with her guile. And so it is with our modern day enchantress. Things were not always this way...the transformation came about through a mysterious figure that suddenly appears before her in a spectacular flash of light & color. He promises to fulfill her every sexual fantasy & experience every erotic pleasure known to man. However, she must pay the price for causing such anguish!",0.6,/km6Tk9Sio37bVAu7xEBBZaoEsA5.jpg,"Drama, Fantasy",cal-vista international pictures,United States of America,English,Netflix,jezebel
7127,Run,0.0,0,2016-10-31,12,English,A young woman has to stay one step ahead of a dark supernatural force.,0.83,/3OLWkPg37CI8soXG4tK0mnL7Du9.jpg,Horror,"death vault productions, viral films uk, dark sun entertainment, the deadly three",United Kingdom,English,Netflix,run
140247,The Gift,0.0,0,1983-07-28,64,Tajik,A story about first love of three twelve years old boys to an older girl.,0.6,/n36brPsV1P0RGk8okmnnrJ8w04B.jpg,"Romance, Family",tajikfilm,Soviet Union,Tajik,Netflix,the gift
4981,Clockwise,0.0,0,2010-01-01,110,Arabic,"Thanks to the magical powers of an antique pocket watch, Saad relives a mysterious episode of his youth – a time during the 1930s when he nearly lost his father, but also found the love of his life. In recalling this period, ‘Clockwise’ relates the folktale of how fijiri, the entrancing music of Khaleeji pearl divers, came to be. Atique adopts Saad when they are the lone survivors of a tragic boat wreck, and the two lead a humble life in a village by the sea. One night, Atique happens upon a group of jinn as he seeks out the source of an enchanting melody in a nearby ruin; their leader, Adsaan, agrees to teach Atique this fijiri music, but only if he vows not to share it with anyone else. Adsaan’s one condition proves very challenging to Atique, who becomes eager to celebrate the art of fijiri with a wider audience. Saad, meanwhile, falls in love with Jeena, a renegade jinni who, as it turns out, just might hold the key to his father’s salvation.",0.6,/dRomstN2Ag0qGNrSgwZThXtHVCu.jpg,"Drama, Fantasy",zubara films,Qatar,Arabic,Prime Video,clockwise
